mp_id,center_element,sample_name,site_equivalence_tag
mp-776919,Fe,mp-776919__mp-776919-EXAFS-Fe-K,near_equivalent
mp-776919,P,mp-776919__mp-776919-EXAFS-P-K,near_equivalent
mp-776919,Te,mp-776919__mp-776919-EXAFS-Te-K,single_site
mp-776919,Ti,mp-776919__mp-776919-EXAFS-Ti-K,near_equivalent
mp-776924,Fe,mp-776924__mp-776924-EXAFS-Fe-K,single_site
mp-776937,Fe,mp-776937__mp-776937-EXAFS-Fe-K,equivalent
mp-776937,Li,mp-776937__mp-776937-EXAFS-Li-K,equivalent
mp-776965,P,mp-776965__mp-776965-EXAFS-P-K,near_equivalent
mp-776975,Nb,mp-776975__mp-776975-EXAFS-Nb-K,equivalent
mp-776978,V,mp-776978__mp-776978-EXAFS-V-K,near_equivalent
mp-776993,P,mp-776993__mp-776993-EXAFS-P-K,equivalent
mp-776999,Cr,mp-776999__mp-776999-EXAFS-Cr-K,equivalent
mp-776999,O,mp-776999__mp-776999-EXAFS-O-K,equivalent
mp-776,Cd,mp-776__mp-776-EXAFS-Cd-K,single_site
mp-776,La,mp-776__mp-776-EXAFS-La-K,single_site
mp-777000,Cr,mp-777000__mp-777000-EXAFS-Cr-K,single_site
mp-777000,V,mp-777000__mp-777000-EXAFS-V-K,near_equivalent
mp-777002,Cr,mp-777002__mp-777002-EXAFS-Cr-K,near_equivalent
mp-777005,F,mp-777005__mp-777005-EXAFS-F-K,equivalent
mp-777005,Fe,mp-777005__mp-777005-EXAFS-Fe-K,equivalent
mp-777007,I,mp-777007__mp-777007-EXAFS-I-K,equivalent
mp-777007,Ni,mp-777007__mp-777007-EXAFS-Ni-K,equivalent
mp-777007,O,mp-777007__mp-777007-EXAFS-O-K,equivalent
mp-777008,Fe,mp-777008__mp-777008-EXAFS-Fe-K,equivalent
mp-777008,Li,mp-777008__mp-777008-EXAFS-Li-K,equivalent
mp-777012,Li,mp-777012__mp-777012-EXAFS-Li-K,near_equivalent
mp-777012,Ti,mp-777012__mp-777012-EXAFS-Ti-K,near_equivalent
mp-777012,V,mp-777012__mp-777012-EXAFS-V-K,near_equivalent
mp-777013,Ni,mp-777013__mp-777013-EXAFS-Ni-K,near_equivalent
mp-777013,S,mp-777013__mp-777013-EXAFS-S-K,near_equivalent
mp-777016,Fe,mp-777016__mp-777016-EXAFS-Fe-K,equivalent
mp-777016,Li,mp-777016__mp-777016-EXAFS-Li-K,equivalent
mp-777017,Ni,mp-777017__mp-777017-EXAFS-Ni-K,single_site
mp-777017,P,mp-777017__mp-777017-EXAFS-P-K,near_equivalent
mp-777020,Fe,mp-777020__mp-777020-EXAFS-Fe-K,equivalent
mp-777020,Li,mp-777020__mp-777020-EXAFS-Li-K,equivalent
mp-777022,W,mp-777022__mp-777022-EXAFS-W-K,near_equivalent
mp-777023,Cr,mp-777023__mp-777023-EXAFS-Cr-K,single_site
mp-777023,P,mp-777023__mp-777023-EXAFS-P-K,equivalent
mp-777023,Sn,mp-777023__mp-777023-EXAFS-Sn-K,near_equivalent
mp-777025,Co,mp-777025__mp-777025-EXAFS-Co-K,near_equivalent
mp-777026,Fe,mp-777026__mp-777026-EXAFS-Fe-K,equivalent
mp-777026,P,mp-777026__mp-777026-EXAFS-P-K,equivalent
mp-777029,Li,mp-777029__mp-777029-EXAFS-Li-K,near_equivalent
mp-777029,P,mp-777029__mp-777029-EXAFS-P-K,equivalent
mp-777029,V,mp-777029__mp-777029-EXAFS-V-K,equivalent
mp-777037,C,mp-777037__mp-777037-EXAFS-C-K,equivalent
mp-777037,Cr,mp-777037__mp-777037-EXAFS-Cr-K,equivalent
mp-777037,Li,mp-777037__mp-777037-EXAFS-Li-K,near_equivalent
mp-777037,P,mp-777037__mp-777037-EXAFS-P-K,equivalent
mp-777038,Li,mp-777038__mp-777038-EXAFS-Li-K,equivalent
mp-777038,Mn,mp-777038__mp-777038-EXAFS-Mn-K,equivalent
mp-777038,P,mp-777038__mp-777038-EXAFS-P-K,equivalent
mp-777039,Na,mp-777039__mp-777039-EXAFS-Na-K,equivalent
mp-777039,Ni,mp-777039__mp-777039-EXAFS-Ni-K,equivalent
mp-777039,P,mp-777039__mp-777039-EXAFS-P-K,equivalent
mp-777047,Li,mp-777047__mp-777047-EXAFS-Li-K,single_site
mp-777047,O,mp-777047__mp-777047-EXAFS-O-K,equivalent
mp-777047,Tm,mp-777047__mp-777047-EXAFS-Tm-K,single_site
mp-777050,Na,mp-777050__mp-777050-EXAFS-Na-K,equivalent
mp-777050,Ni,mp-777050__mp-777050-EXAFS-Ni-K,equivalent
mp-777050,O,mp-777050__mp-777050-EXAFS-O-K,near_equivalent
mp-777050,P,mp-777050__mp-777050-EXAFS-P-K,equivalent
mp-777052,Li,mp-777052__mp-777052-EXAFS-Li-K,equivalent
mp-777052,O,mp-777052__mp-777052-EXAFS-O-K,equivalent
mp-777056,Mn,mp-777056__mp-777056-EXAFS-Mn-K,single_site
mp-777056,P,mp-777056__mp-777056-EXAFS-P-K,equivalent
mp-777057,Co,mp-777057__mp-777057-EXAFS-Co-K,equivalent
mp-777057,Li,mp-777057__mp-777057-EXAFS-Li-K,equivalent
mp-777057,P,mp-777057__mp-777057-EXAFS-P-K,equivalent
mp-777058,Li,mp-777058__mp-777058-EXAFS-Li-K,single_site
mp-777062,Co,mp-777062__mp-777062-EXAFS-Co-K,near_equivalent
mp-777062,Cu,mp-777062__mp-777062-EXAFS-Cu-K,near_equivalent
mp-777062,Fe,mp-777062__mp-777062-EXAFS-Fe-K,near_equivalent
mp-777067,Li,mp-777067__mp-777067-EXAFS-Li-K,near_equivalent
mp-777067,Mn,mp-777067__mp-777067-EXAFS-Mn-K,equivalent
mp-777070,C,mp-777070__mp-777070-EXAFS-C-K,equivalent
mp-777070,S,mp-777070__mp-777070-EXAFS-S-K,equivalent
mp-777070,V,mp-777070__mp-777070-EXAFS-V-K,equivalent
mp-777072,Li,mp-777072__mp-777072-EXAFS-Li-K,equivalent
mp-777072,P,mp-777072__mp-777072-EXAFS-P-K,equivalent
mp-777072,V,mp-777072__mp-777072-EXAFS-V-K,equivalent
mp-777073,C,mp-777073__mp-777073-EXAFS-C-K,equivalent
mp-777073,Mn,mp-777073__mp-777073-EXAFS-Mn-K,equivalent
mp-777073,S,mp-777073__mp-777073-EXAFS-S-K,equivalent
mp-777076,Li,mp-777076__mp-777076-EXAFS-Li-K,near_equivalent
mp-777076,Ni,mp-777076__mp-777076-EXAFS-Ni-K,single_site
mp-777076,Ti,mp-777076__mp-777076-EXAFS-Ti-K,single_site
mp-777078,Li,mp-777078__mp-777078-EXAFS-Li-K,equivalent
mp-777078,V,mp-777078__mp-777078-EXAFS-V-K,equivalent
mp-777081,Li,mp-777081__mp-777081-EXAFS-Li-K,single_site
mp-777082,Sn,mp-777082__mp-777082-EXAFS-Sn-K,near_equivalent
mp-777082,Ti,mp-777082__mp-777082-EXAFS-Ti-K,single_site
mp-777083,Li,mp-777083__mp-777083-EXAFS-Li-K,single_site
mp-777085,B,mp-777085__mp-777085-EXAFS-B-K,equivalent
mp-777085,Li,mp-777085__mp-777085-EXAFS-Li-K,near_equivalent
mp-777085,Ni,mp-777085__mp-777085-EXAFS-Ni-K,equivalent
mp-777085,O,mp-777085__mp-777085-EXAFS-O-K,near_equivalent
mp-777089,Li,mp-777089__mp-777089-EXAFS-Li-K,single_site
mp-777091,Li,mp-777091__mp-777091-EXAFS-Li-K,equivalent
mp-777091,Mn,mp-777091__mp-777091-EXAFS-Mn-K,single_site
mp-777091,P,mp-777091__mp-777091-EXAFS-P-K,equivalent
mp-777091,V,mp-777091__mp-777091-EXAFS-V-K,single_site
mp-777092,Li,mp-777092__mp-777092-EXAFS-Li-K,equivalent
mp-777094,La,mp-777094__mp-777094-EXAFS-La-K,near_equivalent
mp-777094,Li,mp-777094__mp-777094-EXAFS-Li-K,near_equivalent
mp-777094,Ni,mp-777094__mp-777094-EXAFS-Ni-K,equivalent
mp-777097,Ag,mp-777097__mp-777097-EXAFS-Ag-K,equivalent
mp-777097,Cr,mp-777097__mp-777097-EXAFS-Cr-K,equivalent
mp-777097,O,mp-777097__mp-777097-EXAFS-O-K,near_equivalent
mp-777099,Li,mp-777099__mp-777099-EXAFS-Li-K,equivalent
mp-777099,O,mp-777099__mp-777099-EXAFS-O-K,equivalent
mp-7770,As,mp-7770__mp-7770-EXAFS-As-K,equivalent
mp-7770,Sr,mp-7770__mp-7770-EXAFS-Sr-K,single_site
mp-7770,Zn,mp-7770__mp-7770-EXAFS-Zn-K,equivalent
mp-777100,O,mp-777100__mp-777100-EXAFS-O-K,equivalent
mp-777100,V,mp-777100__mp-777100-EXAFS-V-K,equivalent
mp-777101,F,mp-777101__mp-777101-EXAFS-F-K,equivalent
mp-777102,F,mp-777102__mp-777102-EXAFS-F-K,equivalent
mp-777105,Fe,mp-777105__mp-777105-EXAFS-Fe-K,equivalent
mp-777105,Li,mp-777105__mp-777105-EXAFS-Li-K,near_equivalent
mp-777109,C,mp-777109__mp-777109-EXAFS-C-K,equivalent
mp-777109,Li,mp-777109__mp-777109-EXAFS-Li-K,equivalent
mp-777109,Ni,mp-777109__mp-777109-EXAFS-Ni-K,equivalent
mp-777109,S,mp-777109__mp-777109-EXAFS-S-K,equivalent
mp-777116,Ni,mp-777116__mp-777116-EXAFS-Ni-K,near_equivalent
mp-777117,Mn,mp-777117__mp-777117-EXAFS-Mn-K,near_equivalent
mp-777129,O,mp-777129__mp-777129-EXAFS-O-K,near_equivalent
mp-777129,Ti,mp-777129__mp-777129-EXAFS-Ti-K,near_equivalent
mp-777130,F,mp-777130__mp-777130-EXAFS-F-K,equivalent
mp-777130,Fe,mp-777130__mp-777130-EXAFS-Fe-K,equivalent
mp-777133,Cu,mp-777133__mp-777133-EXAFS-Cu-K,single_site
mp-777137,Ba,mp-777137__mp-777137-EXAFS-Ba-K,equivalent
mp-777137,Li,mp-777137__mp-777137-EXAFS-Li-K,equivalent
mp-777137,Ni,mp-777137__mp-777137-EXAFS-Ni-K,equivalent
mp-777138,Li,mp-777138__mp-777138-EXAFS-Li-K,equivalent
mp-777138,V,mp-777138__mp-777138-EXAFS-V-K,equivalent
mp-777140,Ca,mp-777140__mp-777140-EXAFS-Ca-K,equivalent
mp-777140,Ni,mp-777140__mp-777140-EXAFS-Ni-K,equivalent
mp-777142,Ti,mp-777142__mp-777142-EXAFS-Ti-K,near_equivalent
mp-777143,Li,mp-777143__mp-777143-EXAFS-Li-K,equivalent
mp-777143,Mn,mp-777143__mp-777143-EXAFS-Mn-K,equivalent
mp-777146,Cd,mp-777146__mp-777146-EXAFS-Cd-K,equivalent
mp-777146,Fe,mp-777146__mp-777146-EXAFS-Fe-K,equivalent
mp-777147,Cr,mp-777147__mp-777147-EXAFS-Cr-K,equivalent
mp-777148,Sn,mp-777148__mp-777148-EXAFS-Sn-K,near_equivalent
mp-777149,Mn,mp-777149__mp-777149-EXAFS-Mn-K,single_site
mp-777149,P,mp-777149__mp-777149-EXAFS-P-K,equivalent
mp-777149,V,mp-777149__mp-777149-EXAFS-V-K,single_site
mp-777150,O,mp-777150__mp-777150-EXAFS-O-K,equivalent
mp-777150,V,mp-777150__mp-777150-EXAFS-V-K,equivalent
mp-777151,Fe,mp-777151__mp-777151-EXAFS-Fe-K,equivalent
mp-777151,Li,mp-777151__mp-777151-EXAFS-Li-K,equivalent
mp-777152,Ge,mp-777152__mp-777152-EXAFS-Ge-K,equivalent
mp-777152,Li,mp-777152__mp-777152-EXAFS-Li-K,near_equivalent
mp-777153,Fe,mp-777153__mp-777153-EXAFS-Fe-K,equivalent
mp-777153,Li,mp-777153__mp-777153-EXAFS-Li-K,equivalent
mp-777153,Ni,mp-777153__mp-777153-EXAFS-Ni-K,equivalent
mp-777158,Li,mp-777158__mp-777158-EXAFS-Li-K,single_site
mp-777186,Co,mp-777186__mp-777186-EXAFS-Co-K,equivalent
mp-777186,Na,mp-777186__mp-777186-EXAFS-Na-K,equivalent
mp-777188,O,mp-777188__mp-777188-EXAFS-O-K,near_equivalent
mp-777191,Li,mp-777191__mp-777191-EXAFS-Li-K,equivalent
mp-777191,O,mp-777191__mp-777191-EXAFS-O-K,equivalent
mp-777193,Li,mp-777193__mp-777193-EXAFS-Li-K,single_site
mp-777193,Mn,mp-777193__mp-777193-EXAFS-Mn-K,near_equivalent
mp-777193,Na,mp-777193__mp-777193-EXAFS-Na-K,single_site
mp-777193,P,mp-777193__mp-777193-EXAFS-P-K,near_equivalent
mp-777194,F,mp-777194__mp-777194-EXAFS-F-K,equivalent
mp-777194,Li,mp-777194__mp-777194-EXAFS-Li-K,equivalent
mp-777194,Mn,mp-777194__mp-777194-EXAFS-Mn-K,single_site
mp-777194,P,mp-777194__mp-777194-EXAFS-P-K,equivalent
mp-777194,V,mp-777194__mp-777194-EXAFS-V-K,single_site
mp-777195,Li,mp-777195__mp-777195-EXAFS-Li-K,single_site
mp-777195,O,mp-777195__mp-777195-EXAFS-O-K,near_equivalent
mp-777196,Li,mp-777196__mp-777196-EXAFS-Li-K,equivalent
mp-777196,O,mp-777196__mp-777196-EXAFS-O-K,equivalent
mp-777197,F,mp-777197__mp-777197-EXAFS-F-K,equivalent
mp-777197,Li,mp-777197__mp-777197-EXAFS-Li-K,equivalent
mp-777197,Mn,mp-777197__mp-777197-EXAFS-Mn-K,single_site
mp-777197,P,mp-777197__mp-777197-EXAFS-P-K,equivalent
mp-777197,V,mp-777197__mp-777197-EXAFS-V-K,single_site
mp-777198,Li,mp-777198__mp-777198-EXAFS-Li-K,equivalent
mp-777198,O,mp-777198__mp-777198-EXAFS-O-K,equivalent
mp-7771,As,mp-7771__mp-7771-EXAFS-As-K,equivalent
mp-7771,Cd,mp-7771__mp-7771-EXAFS-Cd-K,equivalent
mp-7771,Sr,mp-7771__mp-7771-EXAFS-Sr-K,single_site
mp-777203,F,mp-777203__mp-777203-EXAFS-F-K,equivalent
mp-777203,Li,mp-777203__mp-777203-EXAFS-Li-K,equivalent
mp-777203,Mn,mp-777203__mp-777203-EXAFS-Mn-K,single_site
mp-777203,P,mp-777203__mp-777203-EXAFS-P-K,equivalent
mp-777203,V,mp-777203__mp-777203-EXAFS-V-K,single_site
mp-777210,Li,mp-777210__mp-777210-EXAFS-Li-K,equivalent
mp-777210,O,mp-777210__mp-777210-EXAFS-O-K,equivalent
mp-777211,O,mp-777211__mp-777211-EXAFS-O-K,equivalent
mp-777217,Ti,mp-777217__mp-777217-EXAFS-Ti-K,single_site
mp-777220,Li,mp-777220__mp-777220-EXAFS-Li-K,equivalent
mp-777220,O,mp-777220__mp-777220-EXAFS-O-K,equivalent
mp-777221,F,mp-777221__mp-777221-EXAFS-F-K,equivalent
mp-777221,Fe,mp-777221__mp-777221-EXAFS-Fe-K,equivalent
mp-777222,B,mp-777222__mp-777222-EXAFS-B-K,equivalent
mp-777222,Fe,mp-777222__mp-777222-EXAFS-Fe-K,equivalent
mp-777222,Li,mp-777222__mp-777222-EXAFS-Li-K,equivalent
mp-777223,O,mp-777223__mp-777223-EXAFS-O-K,equivalent
mp-777225,Fe,mp-777225__mp-777225-EXAFS-Fe-K,single_site
mp-777226,F,mp-777226__mp-777226-EXAFS-F-K,equivalent
mp-777226,Li,mp-777226__mp-777226-EXAFS-Li-K,equivalent
mp-777226,Mn,mp-777226__mp-777226-EXAFS-Mn-K,single_site
mp-777226,P,mp-777226__mp-777226-EXAFS-P-K,equivalent
mp-777226,V,mp-777226__mp-777226-EXAFS-V-K,single_site
mp-777228,Li,mp-777228__mp-777228-EXAFS-Li-K,equivalent
mp-777228,Mn,mp-777228__mp-777228-EXAFS-Mn-K,single_site
mp-777228,P,mp-777228__mp-777228-EXAFS-P-K,equivalent
mp-777228,V,mp-777228__mp-777228-EXAFS-V-K,single_site
mp-777230,P,mp-777230__mp-777230-EXAFS-P-K,near_equivalent
mp-777230,W,mp-777230__mp-777230-EXAFS-W-K,equivalent
mp-777240,F,mp-777240__mp-777240-EXAFS-F-K,equivalent
mp-777240,Fe,mp-777240__mp-777240-EXAFS-Fe-K,equivalent
mp-777244,Mn,mp-777244__mp-777244-EXAFS-Mn-K,near_equivalent
mp-777245,Fe,mp-777245__mp-777245-EXAFS-Fe-K,equivalent
mp-777247,B,mp-777247__mp-777247-EXAFS-B-K,equivalent
mp-777248,Fe,mp-777248__mp-777248-EXAFS-Fe-K,equivalent
mp-777248,Li,mp-777248__mp-777248-EXAFS-Li-K,equivalent
mp-777249,Cr,mp-777249__mp-777249-EXAFS-Cr-K,equivalent
mp-777249,Sb,mp-777249__mp-777249-EXAFS-Sb-K,equivalent
mp-777251,B,mp-777251__mp-777251-EXAFS-B-K,equivalent
mp-777252,Fe,mp-777252__mp-777252-EXAFS-Fe-K,equivalent
mp-777252,Li,mp-777252__mp-777252-EXAFS-Li-K,equivalent
mp-777255,B,mp-777255__mp-777255-EXAFS-B-K,equivalent
mp-777255,O,mp-777255__mp-777255-EXAFS-O-K,equivalent
mp-777258,Y,mp-777258__mp-777258-EXAFS-Y-K,equivalent
mp-777259,P,mp-777259__mp-777259-EXAFS-P-K,equivalent
mp-777259,Sb,mp-777259__mp-777259-EXAFS-Sb-K,single_site
mp-777259,Ti,mp-777259__mp-777259-EXAFS-Ti-K,near_equivalent
mp-777268,Bi,mp-777268__mp-777268-EXAFS-Bi-K,near_equivalent
mp-777268,Na,mp-777268__mp-777268-EXAFS-Na-K,equivalent
mp-777276,Cr,mp-777276__mp-777276-EXAFS-Cr-K,near_equivalent
mp-777276,Fe,mp-777276__mp-777276-EXAFS-Fe-K,near_equivalent
mp-777276,V,mp-777276__mp-777276-EXAFS-V-K,single_site
mp-777277,Cu,mp-777277__mp-777277-EXAFS-Cu-K,near_equivalent
mp-777292,Y,mp-777292__mp-777292-EXAFS-Y-K,near_equivalent
mp-777294,Bi,mp-777294__mp-777294-EXAFS-Bi-K,near_equivalent
mp-777303,Cr,mp-777303__mp-777303-EXAFS-Cr-K,equivalent
mp-777303,O,mp-777303__mp-777303-EXAFS-O-K,equivalent
mp-777304,Co,mp-777304__mp-777304-EXAFS-Co-K,equivalent
mp-777305,Fe,mp-777305__mp-777305-EXAFS-Fe-K,equivalent
mp-777305,Li,mp-777305__mp-777305-EXAFS-Li-K,equivalent
mp-777311,Co,mp-777311__mp-777311-EXAFS-Co-K,near_equivalent
mp-777311,Fe,mp-777311__mp-777311-EXAFS-Fe-K,near_equivalent
mp-777311,V,mp-777311__mp-777311-EXAFS-V-K,single_site
mp-777315,B,mp-777315__mp-777315-EXAFS-B-K,equivalent
mp-777316,Mn,mp-777316__mp-777316-EXAFS-Mn-K,single_site
mp-777318,Ni,mp-777318__mp-777318-EXAFS-Ni-K,single_site
mp-777318,V,mp-777318__mp-777318-EXAFS-V-K,equivalent
mp-777328,O,mp-777328__mp-777328-EXAFS-O-K,equivalent
mp-777389,Fe,mp-777389__mp-777389-EXAFS-Fe-K,equivalent
mp-777389,Li,mp-777389__mp-777389-EXAFS-Li-K,equivalent
mp-777392,Ni,mp-777392__mp-777392-EXAFS-Ni-K,near_equivalent
mp-777393,Fe,mp-777393__mp-777393-EXAFS-Fe-K,equivalent
mp-777393,Li,mp-777393__mp-777393-EXAFS-Li-K,equivalent
mp-777396,Fe,mp-777396__mp-777396-EXAFS-Fe-K,equivalent
mp-777396,Li,mp-777396__mp-777396-EXAFS-Li-K,equivalent
mp-7773,As,mp-7773__mp-7773-EXAFS-As-K,equivalent
mp-7773,Au,mp-7773__mp-7773-EXAFS-Au-K,equivalent
mp-7773,Na,mp-7773__mp-7773-EXAFS-Na-K,equivalent
mp-777413,Ce,mp-777413__mp-777413-EXAFS-Ce-K,equivalent
mp-777413,Sc,mp-777413__mp-777413-EXAFS-Sc-K,equivalent
mp-777414,Li,mp-777414__mp-777414-EXAFS-Li-K,near_equivalent
mp-777414,V,mp-777414__mp-777414-EXAFS-V-K,equivalent
mp-777420,Sb,mp-777420__mp-777420-EXAFS-Sb-K,single_site
mp-777421,Sn,mp-777421__mp-777421-EXAFS-Sn-K,equivalent
mp-777421,Ti,mp-777421__mp-777421-EXAFS-Ti-K,near_equivalent
mp-777423,Ti,mp-777423__mp-777423-EXAFS-Ti-K,equivalent
mp-777424,Li,mp-777424__mp-777424-EXAFS-Li-K,equivalent
mp-777424,O,mp-777424__mp-777424-EXAFS-O-K,equivalent
mp-777425,B,mp-777425__mp-777425-EXAFS-B-K,equivalent
mp-777426,As,mp-777426__mp-777426-EXAFS-As-K,equivalent
mp-777426,Co,mp-777426__mp-777426-EXAFS-Co-K,equivalent
mp-777428,Ni,mp-777428__mp-777428-EXAFS-Ni-K,equivalent
mp-777434,Ni,mp-777434__mp-777434-EXAFS-Ni-K,equivalent
mp-777434,O,mp-777434__mp-777434-EXAFS-O-K,equivalent
mp-777436,F,mp-777436__mp-777436-EXAFS-F-K,equivalent
mp-777436,Li,mp-777436__mp-777436-EXAFS-Li-K,equivalent
mp-777436,Mn,mp-777436__mp-777436-EXAFS-Mn-K,single_site
mp-777436,P,mp-777436__mp-777436-EXAFS-P-K,equivalent
mp-777436,V,mp-777436__mp-777436-EXAFS-V-K,single_site
mp-777439,Fe,mp-777439__mp-777439-EXAFS-Fe-K,single_site
mp-777447,Fe,mp-777447__mp-777447-EXAFS-Fe-K,equivalent
mp-777447,Li,mp-777447__mp-777447-EXAFS-Li-K,equivalent
mp-777448,Li,mp-777448__mp-777448-EXAFS-Li-K,equivalent
mp-777448,V,mp-777448__mp-777448-EXAFS-V-K,equivalent
mp-777449,Li,mp-777449__mp-777449-EXAFS-Li-K,equivalent
mp-777449,Sn,mp-777449__mp-777449-EXAFS-Sn-K,single_site
mp-777450,Mn,mp-777450__mp-777450-EXAFS-Mn-K,single_site
mp-777450,P,mp-777450__mp-777450-EXAFS-P-K,near_equivalent
mp-777453,Li,mp-777453__mp-777453-EXAFS-Li-K,equivalent
mp-777453,V,mp-777453__mp-777453-EXAFS-V-K,equivalent
mp-777459,Fe,mp-777459__mp-777459-EXAFS-Fe-K,equivalent
mp-777459,Li,mp-777459__mp-777459-EXAFS-Li-K,equivalent
mp-777460,Mn,mp-777460__mp-777460-EXAFS-Mn-K,equivalent
mp-777460,P,mp-777460__mp-777460-EXAFS-P-K,equivalent
mp-777461,Cr,mp-777461__mp-777461-EXAFS-Cr-K,near_equivalent
mp-777461,Li,mp-777461__mp-777461-EXAFS-Li-K,near_equivalent
mp-777462,Sb,mp-777462__mp-777462-EXAFS-Sb-K,near_equivalent
mp-777465,Li,mp-777465__mp-777465-EXAFS-Li-K,equivalent
mp-777465,O,mp-777465__mp-777465-EXAFS-O-K,near_equivalent
mp-777465,P,mp-777465__mp-777465-EXAFS-P-K,equivalent
mp-777466,Fe,mp-777466__mp-777466-EXAFS-Fe-K,equivalent
mp-777466,Li,mp-777466__mp-777466-EXAFS-Li-K,near_equivalent
mp-777474,Fe,mp-777474__mp-777474-EXAFS-Fe-K,equivalent
mp-777474,Li,mp-777474__mp-777474-EXAFS-Li-K,equivalent
mp-777479,V,mp-777479__mp-777479-EXAFS-V-K,equivalent
mp-777480,Mn,mp-777480__mp-777480-EXAFS-Mn-K,equivalent
mp-777480,Ti,mp-777480__mp-777480-EXAFS-Ti-K,equivalent
mp-777486,Cr,mp-777486__mp-777486-EXAFS-Cr-K,near_equivalent
mp-777486,Mg,mp-777486__mp-777486-EXAFS-Mg-K,single_site
mp-777488,Fe,mp-777488__mp-777488-EXAFS-Fe-K,equivalent
mp-777494,O,mp-777494__mp-777494-EXAFS-O-K,near_equivalent
mp-777496,Cr,mp-777496__mp-777496-EXAFS-Cr-K,equivalent
mp-777496,Li,mp-777496__mp-777496-EXAFS-Li-K,near_equivalent
mp-777496,Ti,mp-777496__mp-777496-EXAFS-Ti-K,near_equivalent
mp-777498,Ti,mp-777498__mp-777498-EXAFS-Ti-K,near_equivalent
mp-777499,F,mp-777499__mp-777499-EXAFS-F-K,equivalent
mp-777499,O,mp-777499__mp-777499-EXAFS-O-K,equivalent
mp-7774,Au,mp-7774__mp-7774-EXAFS-Au-K,equivalent
mp-7774,Na,mp-7774__mp-7774-EXAFS-Na-K,equivalent
mp-7774,Sb,mp-7774__mp-7774-EXAFS-Sb-K,equivalent
mp-777500,F,mp-777500__mp-777500-EXAFS-F-K,equivalent
mp-777501,F,mp-777501__mp-777501-EXAFS-F-K,near_equivalent
mp-777503,Tm,mp-777503__mp-777503-EXAFS-Tm-K,equivalent
mp-777504,O,mp-777504__mp-777504-EXAFS-O-K,single_site
mp-777505,F,mp-777505__mp-777505-EXAFS-F-K,equivalent
mp-777505,O,mp-777505__mp-777505-EXAFS-O-K,near_equivalent
mp-777507,F,mp-777507__mp-777507-EXAFS-F-K,equivalent
mp-777507,O,mp-777507__mp-777507-EXAFS-O-K,equivalent
mp-777509,Li,mp-777509__mp-777509-EXAFS-Li-K,near_equivalent
mp-777517,Cu,mp-777517__mp-777517-EXAFS-Cu-K,near_equivalent
mp-777517,Ni,mp-777517__mp-777517-EXAFS-Ni-K,single_site
mp-777525,Fe,mp-777525__mp-777525-EXAFS-Fe-K,equivalent
mp-777525,Li,mp-777525__mp-777525-EXAFS-Li-K,equivalent
mp-777526,F,mp-777526__mp-777526-EXAFS-F-K,single_site
mp-777527,Li,mp-777527__mp-777527-EXAFS-Li-K,single_site
mp-777528,Li,mp-777528__mp-777528-EXAFS-Li-K,equivalent
mp-777528,V,mp-777528__mp-777528-EXAFS-V-K,equivalent
mp-777529,Li,mp-777529__mp-777529-EXAFS-Li-K,equivalent
mp-777529,V,mp-777529__mp-777529-EXAFS-V-K,near_equivalent
mp-777554,Cr,mp-777554__mp-777554-EXAFS-Cr-K,equivalent
mp-777554,O,mp-777554__mp-777554-EXAFS-O-K,equivalent
mp-777555,Mn,mp-777555__mp-777555-EXAFS-Mn-K,single_site
mp-777555,V,mp-777555__mp-777555-EXAFS-V-K,equivalent
mp-777556,Li,mp-777556__mp-777556-EXAFS-Li-K,equivalent
mp-777556,V,mp-777556__mp-777556-EXAFS-V-K,equivalent
mp-777567,F,mp-777567__mp-777567-EXAFS-F-K,near_equivalent
mp-777567,Fe,mp-777567__mp-777567-EXAFS-Fe-K,equivalent
mp-777567,Li,mp-777567__mp-777567-EXAFS-Li-K,equivalent
mp-777579,Sn,mp-777579__mp-777579-EXAFS-Sn-K,single_site
mp-777584,Nb,mp-777584__mp-777584-EXAFS-Nb-K,single_site
mp-777588,F,mp-777588__mp-777588-EXAFS-F-K,near_equivalent
mp-777588,Fe,mp-777588__mp-777588-EXAFS-Fe-K,equivalent
mp-777596,Li,mp-777596__mp-777596-EXAFS-Li-K,near_equivalent
mp-777597,V,mp-777597__mp-777597-EXAFS-V-K,near_equivalent
mp-7775,Al,mp-7775__mp-7775-EXAFS-Al-K,equivalent
mp-7775,Cu,mp-7775__mp-7775-EXAFS-Cu-K,equivalent
mp-7775,U,mp-7775__mp-7775-EXAFS-U-K,equivalent
mp-777602,F,mp-777602__mp-777602-EXAFS-F-K,near_equivalent
mp-777604,Co,mp-777604__mp-777604-EXAFS-Co-K,near_equivalent
mp-777606,F,mp-777606__mp-777606-EXAFS-F-K,near_equivalent
mp-777606,Fe,mp-777606__mp-777606-EXAFS-Fe-K,equivalent
mp-777606,O,mp-777606__mp-777606-EXAFS-O-K,equivalent
mp-777612,B,mp-777612__mp-777612-EXAFS-B-K,near_equivalent
mp-777622,Fe,mp-777622__mp-777622-EXAFS-Fe-K,near_equivalent
mp-777623,C,mp-777623__mp-777623-EXAFS-C-K,equivalent
mp-777623,Mn,mp-777623__mp-777623-EXAFS-Mn-K,equivalent
mp-777623,Na,mp-777623__mp-777623-EXAFS-Na-K,near_equivalent
mp-777623,S,mp-777623__mp-777623-EXAFS-S-K,equivalent
