# purpose: exp5_training_pool
# These samples have site_equivalence_tag in {incompat, near_equivalent_multiset_mismatch}.
# Excluded from Exp4 training. Reserved for Exp5 if a site-averaging strategy is implemented.
# See Step 2.5 Phase D / F report for rationale.
sample_name,mp_id,center_element,original_split,tag,max_shell1_MAE
mp-780133__mp-780133-EXAFS-F-K,mp-780133,F,train,incompat,999.0
mp-780133__mp-780133-EXAFS-Mn-K,mp-780133,Mn,train,incompat,999.0
mp-780133__mp-780133-EXAFS-O-K,mp-780133,O,train,incompat,999.0
mp-780134__mp-780134-EXAFS-Cr-K,mp-780134,Cr,test,incompat,999.0
mp-780134__mp-780134-EXAFS-O-K,mp-780134,O,test,incompat,999.0
mp-780134__mp-780134-EXAFS-Ti-K,mp-780134,Ti,test,incompat,999.0
mp-780134__mp-780134-EXAFS-V-K,mp-780134,V,test,incompat,999.0
mp-780135__mp-780135-EXAFS-B-K,mp-780135,B,train,incompat,999.0
mp-780135__mp-780135-EXAFS-Li-K,mp-780135,Li,train,incompat,999.0
mp-780135__mp-780135-EXAFS-Mn-K,mp-780135,Mn,train,incompat,999.0
mp-780135__mp-780135-EXAFS-O-K,mp-780135,O,train,incompat,999.0
mp-780136__mp-780136-EXAFS-B-K,mp-780136,B,train,incompat,999.0
mp-780136__mp-780136-EXAFS-Li-K,mp-780136,Li,train,incompat,999.0
mp-780136__mp-780136-EXAFS-Mn-K,mp-780136,Mn,train,incompat,999.0
mp-780136__mp-780136-EXAFS-O-K,mp-780136,O,train,incompat,999.0
mp-780137__mp-780137-EXAFS-Mn-K,mp-780137,Mn,train,incompat,999.0
mp-780137__mp-780137-EXAFS-O-K,mp-780137,O,train,incompat,999.0
mp-780138__mp-780138-EXAFS-Li-K,mp-780138,Li,train,incompat,999.0
mp-780138__mp-780138-EXAFS-O-K,mp-780138,O,train,near_equivalent,0.04799
mp-780139__mp-780139-EXAFS-Co-K,mp-780139,Co,val,incompat,999.0
mp-780139__mp-780139-EXAFS-Li-K,mp-780139,Li,val,incompat,999.0
mp-780139__mp-780139-EXAFS-O-K,mp-780139,O,val,incompat,999.0
mp-780139__mp-780139-EXAFS-Ti-K,mp-780139,Ti,val,incompat,999.0
mp-780139__mp-780139-EXAFS-W-K,mp-780139,W,val,incompat,999.0
mp-780140__mp-780140-EXAFS-Co-K,mp-780140,Co,train,incompat,0.16038
mp-780140__mp-780140-EXAFS-Li-K,mp-780140,Li,train,incompat,999.0
mp-780140__mp-780140-EXAFS-O-K,mp-780140,O,train,incompat,999.0
mp-780141__mp-780141-EXAFS-Li-K,mp-780141,Li,train,incompat,999.0
mp-780141__mp-780141-EXAFS-Mn-K,mp-780141,Mn,train,incompat,999.0
mp-780141__mp-780141-EXAFS-O-K,mp-780141,O,train,incompat,999.0
mp-780142__mp-780142-EXAFS-Li-K,mp-780142,Li,train,incompat,999.0
mp-780142__mp-780142-EXAFS-Ni-K,mp-780142,Ni,train,incompat,999.0
mp-780143__mp-780143-EXAFS-F-K,mp-780143,F,train,incompat,999.0
mp-780143__mp-780143-EXAFS-Fe-K,mp-780143,Fe,train,near_equivalent,0.03954
mp-780144__mp-780144-EXAFS-Li-K,mp-780144,Li,val,incompat,999.0
mp-780144__mp-780144-EXAFS-O-K,mp-780144,O,val,incompat,999.0
mp-780145__mp-780145-EXAFS-Li-K,mp-780145,Li,train,incompat,999.0
mp-780145__mp-780145-EXAFS-Mn-K,mp-780145,Mn,train,incompat,999.0
mp-780145__mp-780145-EXAFS-O-K,mp-780145,O,train,incompat,999.0
mp-780146__mp-780146-EXAFS-Fe-K,mp-780146,Fe,val,incompat,999.0
mp-780147__mp-780147-EXAFS-Mn-K,mp-780147,Mn,train,incompat,999.0
mp-780147__mp-780147-EXAFS-O-K,mp-780147,O,train,incompat,999.0
mp-780147__mp-780147-EXAFS-Si-K,mp-780147,Si,train,incompat,999.0
mp-780148__mp-780148-EXAFS-O-K,mp-780148,O,train,incompat,999.0
mp-780151__mp-780151-EXAFS-Cr-K,mp-780151,Cr,train,incompat,999.0
mp-780151__mp-780151-EXAFS-Li-K,mp-780151,Li,train,incompat,999.0
mp-780151__mp-780151-EXAFS-O-K,mp-780151,O,train,incompat,999.0
mp-780151__mp-780151-EXAFS-P-K,mp-780151,P,train,incompat,999.0
mp-780153__mp-780153-EXAFS-Li-K,mp-780153,Li,train,incompat,999.0
mp-780153__mp-780153-EXAFS-O-K,mp-780153,O,train,incompat,999.0
mp-780154__mp-780154-EXAFS-Li-K,mp-780154,Li,train,incompat,999.0
mp-780154__mp-780154-EXAFS-O-K,mp-780154,O,train,incompat,999.0
mp-780155__mp-780155-EXAFS-F-K,mp-780155,F,train,incompat,0.11845
mp-780155__mp-780155-EXAFS-Fe-K,mp-780155,Fe,train,near_equivalent,0.08173
mp-780155__mp-780155-EXAFS-Li-K,mp-780155,Li,train,incompat,999.0
mp-780156__mp-780156-EXAFS-B-K,mp-780156,B,train,incompat,999.0
mp-780156__mp-780156-EXAFS-Mn-K,mp-780156,Mn,train,incompat,0.16385
mp-780156__mp-780156-EXAFS-O-K,mp-780156,O,train,incompat,999.0
mp-780158__mp-780158-EXAFS-Cr-K,mp-780158,Cr,train,near_equivalent,0.02901
mp-780159__mp-780159-EXAFS-O-K,mp-780159,O,train,incompat,999.0
mp-780159__mp-780159-EXAFS-S-K,mp-780159,S,train,incompat,999.0
mp-780160__mp-780160-EXAFS-Li-K,mp-780160,Li,train,incompat,999.0
mp-780160__mp-780160-EXAFS-O-K,mp-780160,O,train,incompat,999.0
mp-780162__mp-780162-EXAFS-Co-K,mp-780162,Co,val,incompat,999.0
mp-780162__mp-780162-EXAFS-Li-K,mp-780162,Li,val,incompat,999.0
mp-780162__mp-780162-EXAFS-O-K,mp-780162,O,val,incompat,999.0
mp-780163__mp-780163-EXAFS-O-K,mp-780163,O,train,incompat,999.0
mp-780164__mp-780164-EXAFS-O-K,mp-780164,O,train,incompat,999.0
mp-780165__mp-780165-EXAFS-F-K,mp-780165,F,train,incompat,999.0
mp-780165__mp-780165-EXAFS-Mn-K,mp-780165,Mn,train,incompat,999.0
mp-780165__mp-780165-EXAFS-O-K,mp-780165,O,train,incompat,999.0
mp-780169__mp-780169-EXAFS-Hf-K,mp-780169,Hf,train,incompat,999.0
mp-780169__mp-780169-EXAFS-N-K,mp-780169,N,train,incompat,999.0
mp-780172__mp-780172-EXAFS-O-K,mp-780172,O,train,incompat,999.0
mp-780172__mp-780172-EXAFS-Tm-K,mp-780172,Tm,train,incompat,999.0
mp-780173__mp-780173-EXAFS-Na-K,mp-780173,Na,train,incompat,999.0
mp-780173__mp-780173-EXAFS-O-K,mp-780173,O,train,incompat,999.0
mp-780175__mp-780175-EXAFS-Fe-K,mp-780175,Fe,train,incompat,999.0
mp-780175__mp-780175-EXAFS-Li-K,mp-780175,Li,train,incompat,999.0
mp-780175__mp-780175-EXAFS-O-K,mp-780175,O,train,incompat,999.0
mp-780176__mp-780176-EXAFS-Fe-K,mp-780176,Fe,train,incompat,0.12215
mp-780179__mp-780179-EXAFS-Li-K,mp-780179,Li,train,incompat,999.0
mp-780181__mp-780181-EXAFS-Cr-K,mp-780181,Cr,train,incompat,999.0
mp-780181__mp-780181-EXAFS-Na-K,mp-780181,Na,train,incompat,999.0
mp-780181__mp-780181-EXAFS-O-K,mp-780181,O,train,incompat,999.0
mp-780182__mp-780182-EXAFS-B-K,mp-780182,B,train,incompat,999.0
mp-780182__mp-780182-EXAFS-Li-K,mp-780182,Li,train,incompat,999.0
mp-780182__mp-780182-EXAFS-Mn-K,mp-780182,Mn,train,incompat,999.0
mp-780182__mp-780182-EXAFS-O-K,mp-780182,O,train,incompat,999.0
mp-780183__mp-780183-EXAFS-F-K,mp-780183,F,test,incompat,999.0
mp-780183__mp-780183-EXAFS-Fe-K,mp-780183,Fe,test,incompat,999.0
mp-780184__mp-780184-EXAFS-Cr-K,mp-780184,Cr,train,incompat,999.0
mp-780184__mp-780184-EXAFS-Na-K,mp-780184,Na,train,incompat,999.0
mp-780184__mp-780184-EXAFS-O-K,mp-780184,O,train,incompat,999.0
mp-780185__mp-780185-EXAFS-F-K,mp-780185,F,train,incompat,999.0
mp-780185__mp-780185-EXAFS-Mn-K,mp-780185,Mn,train,incompat,999.0
mp-780185__mp-780185-EXAFS-O-K,mp-780185,O,train,incompat,999.0
mp-780186__mp-780186-EXAFS-Li-K,mp-780186,Li,train,incompat,999.0
mp-780186__mp-780186-EXAFS-Mn-K,mp-780186,Mn,train,incompat,999.0
mp-780186__mp-780186-EXAFS-O-K,mp-780186,O,train,incompat,999.0
mp-780188__mp-780188-EXAFS-Fe-K,mp-780188,Fe,train,incompat,999.0
mp-780188__mp-780188-EXAFS-Li-K,mp-780188,Li,train,incompat,999.0
mp-780188__mp-780188-EXAFS-O-K,mp-780188,O,train,incompat,999.0
mp-780190__mp-780190-EXAFS-O-K,mp-780190,O,train,incompat,999.0
mp-780191__mp-780191-EXAFS-Co-K,mp-780191,Co,train,incompat,999.0
mp-780191__mp-780191-EXAFS-F-K,mp-780191,F,train,incompat,999.0
mp-780191__mp-780191-EXAFS-Li-K,mp-780191,Li,train,incompat,999.0
mp-780192__mp-780192-EXAFS-Fe-K,mp-780192,Fe,train,incompat,999.0
mp-780192__mp-780192-EXAFS-Li-K,mp-780192,Li,train,incompat,999.0
mp-780192__mp-780192-EXAFS-O-K,mp-780192,O,train,incompat,999.0
mp-780193__mp-780193-EXAFS-O-K,mp-780193,O,train,incompat,999.0
mp-780193__mp-780193-EXAFS-P-K,mp-780193,P,train,incompat,999.0
mp-780194__mp-780194-EXAFS-Li-K,mp-780194,Li,train,incompat,999.0
mp-780194__mp-780194-EXAFS-O-K,mp-780194,O,train,incompat,999.0
mp-780195__mp-780195-EXAFS-O-K,mp-780195,O,train,incompat,999.0
mp-780195__mp-780195-EXAFS-P-K,mp-780195,P,train,incompat,999.0
mp-780196__mp-780196-EXAFS-Mn-K,mp-780196,Mn,val,incompat,999.0
mp-780196__mp-780196-EXAFS-O-K,mp-780196,O,val,incompat,999.0
mp-780197__mp-780197-EXAFS-Mn-K,mp-780197,Mn,train,incompat,999.0
mp-780197__mp-780197-EXAFS-O-K,mp-780197,O,train,incompat,999.0
mp-780198__mp-780198-EXAFS-B-K,mp-780198,B,train,incompat,999.0
mp-780198__mp-780198-EXAFS-Mn-K,mp-780198,Mn,train,incompat,999.0
mp-780198__mp-780198-EXAFS-O-K,mp-780198,O,train,incompat,999.0
mp-780199__mp-780199-EXAFS-B-K,mp-780199,B,train,incompat,999.0
mp-780199__mp-780199-EXAFS-Li-K,mp-780199,Li,train,incompat,999.0
mp-780199__mp-780199-EXAFS-Mn-K,mp-780199,Mn,train,incompat,999.0
mp-780199__mp-780199-EXAFS-O-K,mp-780199,O,train,incompat,999.0
mp-780200__mp-780200-EXAFS-O-K,mp-780200,O,train,incompat,999.0
mp-780202__mp-780202-EXAFS-Li-K,mp-780202,Li,train,near_equivalent,0.03381
mp-780202__mp-780202-EXAFS-O-K,mp-780202,O,train,near_equivalent,0.05731
mp-780203__mp-780203-EXAFS-Fe-K,mp-780203,Fe,holdout,incompat,999.0
mp-780203__mp-780203-EXAFS-Li-K,mp-780203,Li,holdout,incompat,999.0
mp-780203__mp-780203-EXAFS-O-K,mp-780203,O,holdout,incompat,999.0
mp-780205__mp-780205-EXAFS-Fe-K,mp-780205,Fe,train,incompat,999.0
mp-780205__mp-780205-EXAFS-O-K,mp-780205,O,train,incompat,999.0
mp-780206__mp-780206-EXAFS-O-K,mp-780206,O,train,incompat,999.0
mp-780207__mp-780207-EXAFS-Fe-K,mp-780207,Fe,holdout,incompat,999.0
mp-780207__mp-780207-EXAFS-Li-K,mp-780207,Li,holdout,incompat,999.0
mp-780207__mp-780207-EXAFS-O-K,mp-780207,O,holdout,incompat,999.0
mp-780209__mp-780209-EXAFS-Fe-K,mp-780209,Fe,train,incompat,999.0
mp-780209__mp-780209-EXAFS-O-K,mp-780209,O,train,incompat,999.0
mp-780211__mp-780211-EXAFS-Fe-K,mp-780211,Fe,train,incompat,999.0
mp-780211__mp-780211-EXAFS-O-K,mp-780211,O,train,incompat,999.0
mp-780213__mp-780213-EXAFS-Ni-K,mp-780213,Ni,train,incompat,999.0
mp-780214__mp-780214-EXAFS-Li-K,mp-780214,Li,train,incompat,999.0
mp-780214__mp-780214-EXAFS-Mn-K,mp-780214,Mn,train,incompat,999.0
mp-780214__mp-780214-EXAFS-O-K,mp-780214,O,train,incompat,999.0
mp-780216__mp-780216-EXAFS-Fe-K,mp-780216,Fe,train,incompat,999.0
mp-780216__mp-780216-EXAFS-Li-K,mp-780216,Li,train,incompat,999.0
mp-780216__mp-780216-EXAFS-O-K,mp-780216,O,train,incompat,999.0
mp-780218__mp-780218-EXAFS-Na-K,mp-780218,Na,train,incompat,999.0
mp-780218__mp-780218-EXAFS-O-K,mp-780218,O,train,incompat,999.0
mp-780220__mp-780220-EXAFS-Na-K,mp-780220,Na,val,incompat,999.0
mp-780220__mp-780220-EXAFS-O-K,mp-780220,O,val,incompat,999.0
mp-780223__mp-780223-EXAFS-F-K,mp-780223,F,test,incompat,999.0
mp-780223__mp-780223-EXAFS-Mn-K,mp-780223,Mn,test,incompat,999.0
mp-780223__mp-780223-EXAFS-O-K,mp-780223,O,test,incompat,999.0
mp-780229__mp-780229-EXAFS-O-K,mp-780229,O,test,incompat,0.16954
mp-780230__mp-780230-EXAFS-Hf-K,mp-780230,Hf,test,incompat,999.0
mp-780230__mp-780230-EXAFS-N-K,mp-780230,N,test,incompat,999.0
mp-780230__mp-780230-EXAFS-O-K,mp-780230,O,test,incompat,999.0
mp-780232__mp-780232-EXAFS-Hf-K,mp-780232,Hf,val,incompat,999.0
mp-780232__mp-780232-EXAFS-N-K,mp-780232,N,val,incompat,999.0
mp-780233__mp-780233-EXAFS-Li-K,mp-780233,Li,val,incompat,999.0
mp-780233__mp-780233-EXAFS-O-K,mp-780233,O,val,incompat,999.0
mp-780233__mp-780233-EXAFS-Ti-K,mp-780233,Ti,val,incompat,999.0
mp-780234__mp-780234-EXAFS-Hf-K,mp-780234,Hf,train,incompat,999.0
mp-780234__mp-780234-EXAFS-N-K,mp-780234,N,train,incompat,999.0
mp-780234__mp-780234-EXAFS-O-K,mp-780234,O,train,incompat,999.0
mp-780235__mp-780235-EXAFS-O-K,mp-780235,O,train,incompat,999.0
mp-780235__mp-780235-EXAFS-P-K,mp-780235,P,train,incompat,999.0
mp-780237__mp-780237-EXAFS-Cu-K,mp-780237,Cu,train,incompat,999.0
mp-780237__mp-780237-EXAFS-O-K,mp-780237,O,train,incompat,999.0
mp-780237__mp-780237-EXAFS-P-K,mp-780237,P,train,incompat,999.0
mp-780238__mp-780238-EXAFS-Bi-K,mp-780238,Bi,train,incompat,999.0
mp-780238__mp-780238-EXAFS-Na-K,mp-780238,Na,train,incompat,999.0
mp-780238__mp-780238-EXAFS-O-K,mp-780238,O,train,incompat,999.0
mp-780239__mp-780239-EXAFS-O-K,mp-780239,O,train,incompat,999.0
mp-780240__mp-780240-EXAFS-O-K,mp-780240,O,train,incompat,999.0
mp-780240__mp-780240-EXAFS-P-K,mp-780240,P,train,incompat,999.0
mp-780241__mp-780241-EXAFS-Na-K,mp-780241,Na,train,incompat,999.0
mp-780241__mp-780241-EXAFS-O-K,mp-780241,O,train,incompat,999.0
mp-780243__mp-780243-EXAFS-Li-K,mp-780243,Li,train,incompat,999.0
mp-780243__mp-780243-EXAFS-O-K,mp-780243,O,train,incompat,999.0
mp-780246__mp-780246-EXAFS-Bi-K,mp-780246,Bi,train,incompat,999.0
mp-780246__mp-780246-EXAFS-O-K,mp-780246,O,train,incompat,999.0
mp-780255__mp-780255-EXAFS-Gd-K,mp-780255,Gd,train,incompat,999.0
mp-780255__mp-780255-EXAFS-O-K,mp-780255,O,train,incompat,999.0
mp-780258__mp-780258-EXAFS-Na-K,mp-780258,Na,train,incompat,999.0
mp-780258__mp-780258-EXAFS-O-K,mp-780258,O,train,incompat,999.0
mp-780259__mp-780259-EXAFS-Li-K,mp-780259,Li,train,incompat,999.0
mp-780259__mp-780259-EXAFS-O-K,mp-780259,O,train,incompat,999.0
mp-780263__mp-780263-EXAFS-Ba-K,mp-780263,Ba,train,incompat,999.0
mp-780265__mp-780265-EXAFS-B-K,mp-780265,B,val,incompat,999.0
mp-780265__mp-780265-EXAFS-O-K,mp-780265,O,val,incompat,999.0
mp-780265__mp-780265-EXAFS-Sm-K,mp-780265,Sm,val,incompat,999.0
mp-780274__mp-780274-EXAFS-Hf-K,mp-780274,Hf,train,near_equivalent,0.05198
mp-780274__mp-780274-EXAFS-O-K,mp-780274,O,train,incompat,999.0
mp-780282__mp-780282-EXAFS-O-K,mp-780282,O,train,incompat,999.0
mp-780283__mp-780283-EXAFS-F-K,mp-780283,F,test,incompat,999.0
mp-780283__mp-780283-EXAFS-Li-K,mp-780283,Li,test,incompat,999.0
mp-780283__mp-780283-EXAFS-V-K,mp-780283,V,test,incompat,999.0
mp-780287__mp-780287-EXAFS-Li-K,mp-780287,Li,train,incompat,999.0
mp-780287__mp-780287-EXAFS-Mn-K,mp-780287,Mn,train,incompat,999.0
mp-780287__mp-780287-EXAFS-O-K,mp-780287,O,train,incompat,999.0
mp-780287__mp-780287-EXAFS-Si-K,mp-780287,Si,train,incompat,999.0
mp-780288__mp-780288-EXAFS-Li-K,mp-780288,Li,train,incompat,999.0
mp-780288__mp-780288-EXAFS-Ni-K,mp-780288,Ni,train,incompat,0.10815
mp-780288__mp-780288-EXAFS-O-K,mp-780288,O,train,incompat,999.0
mp-780292__mp-780292-EXAFS-B-K,mp-780292,B,train,incompat,999.0
mp-780292__mp-780292-EXAFS-Li-K,mp-780292,Li,train,incompat,999.0
mp-780292__mp-780292-EXAFS-Mn-K,mp-780292,Mn,train,incompat,999.0
mp-780292__mp-780292-EXAFS-O-K,mp-780292,O,train,incompat,999.0
mp-780293__mp-780293-EXAFS-Ge-K,mp-780293,Ge,train,incompat,999.0
mp-780293__mp-780293-EXAFS-O-K,mp-780293,O,train,incompat,999.0
mp-780297__mp-780297-EXAFS-Li-K,mp-780297,Li,test,incompat,999.0
mp-780297__mp-780297-EXAFS-O-K,mp-780297,O,test,incompat,999.0
mp-780298__mp-780298-EXAFS-Li-K,mp-780298,Li,train,incompat,999.0
mp-780298__mp-780298-EXAFS-Mn-K,mp-780298,Mn,train,incompat,999.0
mp-780299__mp-780299-EXAFS-Fe-K,mp-780299,Fe,train,incompat,999.0
mp-780299__mp-780299-EXAFS-O-K,mp-780299,O,train,incompat,999.0
mp-780300__mp-780300-EXAFS-Li-K,mp-780300,Li,train,incompat,999.0
mp-780300__mp-780300-EXAFS-O-K,mp-780300,O,train,incompat,999.0
mp-780301__mp-780301-EXAFS-F-K,mp-780301,F,train,incompat,999.0
mp-780301__mp-780301-EXAFS-Mn-K,mp-780301,Mn,train,incompat,999.0
mp-780304__mp-780304-EXAFS-F-K,mp-780304,F,train,incompat,999.0
mp-780304__mp-780304-EXAFS-V-K,mp-780304,V,train,incompat,999.0
mp-780305__mp-780305-EXAFS-Fe-K,mp-780305,Fe,train,incompat,999.0
mp-780305__mp-780305-EXAFS-Li-K,mp-780305,Li,train,incompat,999.0
mp-780305__mp-780305-EXAFS-O-K,mp-780305,O,train,incompat,999.0
mp-780306__mp-780306-EXAFS-O-K,mp-780306,O,train,incompat,999.0
mp-780308__mp-780308-EXAFS-Li-K,mp-780308,Li,val,incompat,999.0
mp-780308__mp-780308-EXAFS-Mn-K,mp-780308,Mn,val,incompat,999.0
mp-780308__mp-780308-EXAFS-O-K,mp-780308,O,val,incompat,999.0
mp-780310__mp-780310-EXAFS-Fe-K,mp-780310,Fe,val,incompat,999.0
mp-780310__mp-780310-EXAFS-O-K,mp-780310,O,val,incompat,999.0
mp-780312__mp-780312-EXAFS-Fe-K,mp-780312,Fe,train,incompat,999.0
mp-780312__mp-780312-EXAFS-Li-K,mp-780312,Li,train,incompat,999.0
mp-780312__mp-780312-EXAFS-O-K,mp-780312,O,train,incompat,999.0
mp-780313__mp-780313-EXAFS-Li-K,mp-780313,Li,train,incompat,999.0
mp-780313__mp-780313-EXAFS-O-K,mp-780313,O,train,incompat,999.0
mp-780313__mp-780313-EXAFS-V-K,mp-780313,V,train,incompat,999.0
mp-780314__mp-780314-EXAFS-Li-K,mp-780314,Li,train,incompat,999.0
mp-780314__mp-780314-EXAFS-O-K,mp-780314,O,train,incompat,999.0
mp-780314__mp-780314-EXAFS-P-K,mp-780314,P,train,incompat,999.0
mp-780316__mp-780316-EXAFS-F-K,mp-780316,F,train,incompat,999.0
mp-780318__mp-780318-EXAFS-Co-K,mp-780318,Co,holdout,incompat,999.0
mp-780318__mp-780318-EXAFS-F-K,mp-780318,F,holdout,incompat,999.0
mp-780318__mp-780318-EXAFS-Li-K,mp-780318,Li,holdout,incompat,999.0
mp-780318__mp-780318-EXAFS-O-K,mp-780318,O,holdout,incompat,999.0
mp-780319__mp-780319-EXAFS-Li-K,mp-780319,Li,train,incompat,999.0
mp-780319__mp-780319-EXAFS-O-K,mp-780319,O,train,incompat,999.0
mp-780321__mp-780321-EXAFS-Cu-K,mp-780321,Cu,train,incompat,999.0
mp-780321__mp-780321-EXAFS-Li-K,mp-780321,Li,train,incompat,999.0
mp-780321__mp-780321-EXAFS-O-K,mp-780321,O,train,incompat,999.0
mp-780323__mp-780323-EXAFS-F-K,mp-780323,F,train,incompat,999.0
mp-780323__mp-780323-EXAFS-V-K,mp-780323,V,train,incompat,999.0
mp-780326__mp-780326-EXAFS-O-K,mp-780326,O,val,incompat,999.0
mp-780327__mp-780327-EXAFS-Mn-K,mp-780327,Mn,train,incompat,999.0
mp-780328__mp-780328-EXAFS-Fe-K,mp-780328,Fe,train,incompat,999.0
mp-780328__mp-780328-EXAFS-O-K,mp-780328,O,train,incompat,999.0
mp-780329__mp-780329-EXAFS-Li-K,mp-780329,Li,train,incompat,999.0
mp-780329__mp-780329-EXAFS-Mn-K,mp-780329,Mn,train,incompat,999.0
mp-780329__mp-780329-EXAFS-O-K,mp-780329,O,train,incompat,999.0
mp-780329__mp-780329-EXAFS-P-K,mp-780329,P,train,incompat,999.0
mp-780330__mp-780330-EXAFS-O-K,mp-780330,O,train,incompat,999.0
mp-780330__mp-780330-EXAFS-P-K,mp-780330,P,train,incompat,999.0
mp-780332__mp-780332-EXAFS-O-K,mp-780332,O,test,incompat,999.0
mp-780332__mp-780332-EXAFS-P-K,mp-780332,P,test,incompat,999.0
mp-780333__mp-780333-EXAFS-Bi-K,mp-780333,Bi,train,incompat,999.0
mp-780333__mp-780333-EXAFS-Li-K,mp-780333,Li,train,incompat,999.0
mp-780333__mp-780333-EXAFS-O-K,mp-780333,O,train,incompat,999.0
mp-780333__mp-780333-EXAFS-P-K,mp-780333,P,train,incompat,999.0
mp-780334__mp-780334-EXAFS-Li-K,mp-780334,Li,train,incompat,999.0
mp-780334__mp-780334-EXAFS-Mn-K,mp-780334,Mn,train,incompat,999.0
mp-780334__mp-780334-EXAFS-O-K,mp-780334,O,train,incompat,999.0
mp-780335__mp-780335-EXAFS-Li-K,mp-780335,Li,train,incompat,999.0
mp-780336__mp-780336-EXAFS-Cr-K,mp-780336,Cr,train,incompat,999.0
mp-780336__mp-780336-EXAFS-Li-K,mp-780336,Li,train,incompat,999.0
mp-780336__mp-780336-EXAFS-O-K,mp-780336,O,train,incompat,999.0
mp-780336__mp-780336-EXAFS-P-K,mp-780336,P,train,incompat,999.0
mp-780337__mp-780337-EXAFS-O-K,mp-780337,O,train,incompat,999.0
mp-780338__mp-780338-EXAFS-Li-K,mp-780338,Li,train,incompat,999.0
mp-780338__mp-780338-EXAFS-O-K,mp-780338,O,train,incompat,999.0
mp-780338__mp-780338-EXAFS-S-K,mp-780338,S,train,incompat,999.0
mp-780342__mp-780342-EXAFS-O-K,mp-780342,O,train,incompat,999.0
mp-780342__mp-780342-EXAFS-Zr-K,mp-780342,Zr,train,incompat,999.0
mp-780360__mp-780360-EXAFS-Na-K,mp-780360,Na,train,incompat,999.0
mp-780360__mp-780360-EXAFS-O-K,mp-780360,O,train,incompat,999.0
mp-780361__mp-780361-EXAFS-La-K,mp-780361,La,train,incompat,999.0
mp-780361__mp-780361-EXAFS-O-K,mp-780361,O,train,incompat,999.0
mp-780370__mp-780370-EXAFS-Al-K,mp-780370,Al,train,incompat,999.0
mp-780377__mp-780377-EXAFS-Lu-K,mp-780377,Lu,train,incompat,999.0
mp-780377__mp-780377-EXAFS-O-K,mp-780377,O,train,incompat,999.0
mp-780377__mp-780377-EXAFS-P-K,mp-780377,P,train,incompat,999.0
mp-780392__mp-780392-EXAFS-Li-K,mp-780392,Li,train,incompat,999.0
mp-780393__mp-780393-EXAFS-B-K,mp-780393,B,train,incompat,999.0
mp-780393__mp-780393-EXAFS-Ho-K,mp-780393,Ho,train,incompat,999.0
mp-780393__mp-780393-EXAFS-O-K,mp-780393,O,train,incompat,999.0
mp-780395__mp-780395-EXAFS-B-K,mp-780395,B,train,incompat,999.0
mp-780395__mp-780395-EXAFS-Cd-K,mp-780395,Cd,train,incompat,999.0
mp-780395__mp-780395-EXAFS-O-K,mp-780395,O,train,incompat,999.0
mp-780398__mp-780398-EXAFS-O-K,mp-780398,O,train,incompat,999.0
mp-780399__mp-780399-EXAFS-O-K,mp-780399,O,train,incompat,999.0
mp-780401__mp-780401-EXAFS-O-K,mp-780401,O,train,incompat,0.19697
mp-780402__mp-780402-EXAFS-O-K,mp-780402,O,train,incompat,999.0
mp-780402__mp-780402-EXAFS-Sc-K,mp-780402,Sc,train,incompat,999.0
mp-780402__mp-780402-EXAFS-Ti-K,mp-780402,Ti,train,incompat,999.0
mp-780403__mp-780403-EXAFS-Cu-K,mp-780403,Cu,holdout,incompat,999.0
mp-780403__mp-780403-EXAFS-O-K,mp-780403,O,holdout,incompat,999.0
mp-780406__mp-780406-EXAFS-Lu-K,mp-780406,Lu,train,incompat,999.0
mp-780406__mp-780406-EXAFS-O-K,mp-780406,O,train,incompat,999.0
mp-780409__mp-780409-EXAFS-La-K,mp-780409,La,train,incompat,999.0
mp-780409__mp-780409-EXAFS-O-K,mp-780409,O,train,incompat,999.0
mp-780411__mp-780411-EXAFS-O-K,mp-780411,O,train,incompat,999.0
mp-780412__mp-780412-EXAFS-O-K,mp-780412,O,train,incompat,0.33587
mp-780420__mp-780420-EXAFS-Lu-K,mp-780420,Lu,train,incompat,999.0
mp-780420__mp-780420-EXAFS-O-K,mp-780420,O,train,incompat,999.0
mp-780421__mp-780421-EXAFS-La-K,mp-780421,La,train,incompat,999.0
mp-780421__mp-780421-EXAFS-O-K,mp-780421,O,train,incompat,999.0
mp-780422__mp-780422-EXAFS-La-K,mp-780422,La,train,incompat,999.0
mp-780422__mp-780422-EXAFS-O-K,mp-780422,O,train,incompat,999.0
mp-780425__mp-780425-EXAFS-O-K,mp-780425,O,train,incompat,999.0
mp-780425__mp-780425-EXAFS-Tm-K,mp-780425,Tm,train,incompat,999.0
mp-780428__mp-780428-EXAFS-Na-K,mp-780428,Na,train,incompat,999.0
mp-780428__mp-780428-EXAFS-O-K,mp-780428,O,train,incompat,999.0
mp-780432__mp-780432-EXAFS-Al-K,mp-780432,Al,train,incompat,999.0
mp-780434__mp-780434-EXAFS-Fe-K,mp-780434,Fe,train,incompat,999.0
mp-780434__mp-780434-EXAFS-O-K,mp-780434,O,train,incompat,999.0
mp-780435__mp-780435-EXAFS-Li-K,mp-780435,Li,train,incompat,999.0
mp-780435__mp-780435-EXAFS-O-K,mp-780435,O,train,incompat,999.0
mp-780435__mp-780435-EXAFS-P-K,mp-780435,P,train,incompat,999.0
